datetime,crude_oil,anderson,natural_gas,constellation,usd,heineken
2022-03-18,104.6999969482422,44.82199096679688,4.86299991607666,225.19241333007807,98.2300033569336,48.23
2022-03-21,112.12000274658205,47.19363021850586,4.900000095367432,225.11268615722656,98.5,46.889999
2022-03-22,111.76000213623048,48.05060958862305,5.186999797821045,226.97657775878903,98.48999786376952,47.0
2022-03-23,114.93000030517578,49.26632308959961,5.23199987411499,223.7870178222656,98.62000274658205,46.619999
2022-03-24,112.33999633789062,51.59810256958008,5.401000022888184,225.7206878662109,98.79000091552734,48.259998
2022-03-25,113.9000015258789,55.01605224609375,5.571000099182129,228.6610565185547,98.80999755859376,48.150002
2022-03-28,105.95999908447266,52.65438079833984,5.507999897003174,228.6211853027344,99.08999633789062,48.23
2022-03-29,104.23999786376952,50.96035003662109,5.335999965667725,230.993408203125,98.4000015258789,49.41
2022-03-30,107.81999969482422,51.060001373291016,5.605000019073486,232.31907653808597,97.79000091552734,48.68
2022-03-31,100.27999877929688,50.2599983215332,5.642000198364258,229.56808471679688,98.30999755859376,47.830002
2022-04-01,99.2699966430664,50.0,5.71999979019165,232.947021484375,98.62999725341795,47.650002
2022-04-04,103.27999877929688,49.560001373291016,5.711999893188477,228.9600830078125,98.98999786376952,47.09
2022-04-05,101.95999908447266,49.470001220703125,6.0320000648498535,229.5880126953125,99.47000122070312,47.34
2022-04-06,96.2300033569336,50.20000076293945,6.02899980545044,231.05322265625,99.5999984741211,47.290001
2022-04-07,96.02999877929688,52.68999862670898,6.359000205993652,241.70831298828125,99.75,47.630001
2022-04-08,98.26000213623048,54.0,6.277999877929688,243.66192626953125,99.8000030517578,48.470001
2022-04-11,94.29000091552734,54.5099983215332,6.64300012588501,246.7019500732422,99.93000030517578,48.110001
2022-04-12,100.5999984741211,56.04999923706055,6.679999828338623,248.0176544189453,100.29000091552734,47.689999
2022-04-13,104.25,57.560001373291016,6.997000217437744,247.8183135986328,99.87999725341795,47.75
2022-04-14,106.9499969482422,58.38999938964844,7.300000190734863,250.5991973876953,100.31999969482422,48.400002
2022-04-18,108.20999908447266,56.459999084472656,7.820000171661377,251.99462890625,100.77999877929688,48.209999
2022-04-19,102.55999755859376,56.2599983215332,7.176000118255615,253.04119873046875,100.95999908447266,48.439999
2022-04-20,102.75,58.02999877929688,6.936999797821045,257.9351806640625,100.38999938964844,50.689999
2022-04-21,103.79000091552734,55.650001525878906,6.956999778747559,253.38009643554688,100.58000183105467,50.790001
2022-04-22,102.06999969482422,52.61000061035156,6.533999919891357,250.1407012939453,101.22000122070312,51.349998
2022-04-25,98.54000091552734,51.65999984741211,6.669000148773193,247.92794799804688,101.75,51.130001
2022-04-26,101.6999969482422,50.52000045776367,6.849999904632568,247.11062622070312,102.3000030517578,50.830002
2022-04-27,102.0199966430664,52.13999938964844,7.267000198364258,248.4960784912109,102.9499969482422,49.560001
2022-04-28,105.36000061035156,50.790000915527344,6.888000011444092,249.3632354736328,103.62000274658205,49.419998
2022-04-29,104.69000244140624,50.22999954223633,7.24399995803833,245.28659057617188,102.95999908447266,48.799999
2022-05-02,105.16999816894533,51.41999816894531,7.474999904632568,243.2333221435547,103.73999786376952,48.450001
2022-05-03,102.41000366210938,52.209999084472656,7.953999996185303,244.25,103.47000122070312,49.610001
2022-05-04,107.80999755859376,38.20000076293945,8.414999961853027,253.6000061035156,102.58999633789062,49.790001
2022-05-05,108.26000213623048,40.790000915527344,8.782999992370605,251.91000366210935,103.75,48.779999
2022-05-06,109.7699966430664,38.72999954223633,8.043000221252441,247.47000122070312,103.66000366210938,47.91
2022-05-09,103.08999633789062,38.40999984741211,7.026000022888184,246.2400054931641,103.6500015258789,47.599998
2022-05-10,99.76000213623048,37.220001220703125,7.385000228881836,246.77999877929688,103.91999816894533,49.060001
2022-05-11,105.70999908447266,36.369998931884766,7.639999866485596,245.9600067138672,103.8499984741211,48.32
2022-05-12,106.12999725341795,37.43000030517578,7.738999843597412,245.22000122070312,104.8499984741211,48.41
2022-05-13,110.48999786376952,38.27000045776367,7.663000106811523,248.9199981689453,104.55999755859376,49.290001
2022-05-16,114.1999969482422,38.27000045776367,7.955999851226807,249.4199981689453,104.19000244140624,49.82
2022-05-17,112.4000015258789,38.61000061035156,8.303999900817871,250.9499969482422,103.36000061035156,49.73
2022-05-18,109.58999633789062,37.31999969482422,8.368000030517578,237.0500030517578,103.80999755859376,48.41
2022-05-19,112.20999908447266,38.16999816894531,8.307999610900879,234.8300018310547,102.72000122070312,47.099998
2022-05-20,113.2300033569336,35.0,8.083000183105469,234.5,103.1500015258789,47.27
2022-05-23,110.29000091552734,37.369998931884766,8.744000434875488,238.6699981689453,102.08000183105467,48.310001
2022-05-24,109.7699966430664,36.5099983215332,8.795999526977539,244.0,101.86000061035156,48.279999
2022-05-25,110.33000183105467,36.790000915527344,8.970999717712402,243.02999877929688,102.05999755859376,48.869999
2022-05-26,114.08999633789062,37.13999938964844,8.907999992370605,244.3699951171875,101.83000183105467,49.34
2022-05-27,115.06999969482422,37.18999862670898,8.72700023651123,246.30999755859372,101.66999816894533,49.82
2022-06-01,115.26000213623048,37.34999847412109,8.696000099182129,244.17999267578125,101.75,50.439999
2022-06-02,116.87000274658205,38.56999969482422,8.484999656677246,245.7899932861328,102.5500030517578,48.450001
2022-06-03,118.87000274658205,38.93999862670898,8.52299976348877,243.3300018310547,101.7699966430664,49.630001
2022-06-06,118.5,39.900001525878906,9.321999549865724,245.8699951171875,102.13999938964844,49.419998
2022-06-07,119.41000366210938,39.59999847412109,9.29300022125244,246.2400054931641,102.44000244140624,49.509998
2022-06-08,122.11000061035156,38.650001525878906,8.699000358581543,245.4499969482422,102.31999969482422,49.560001
2022-06-09,121.51000213623048,37.86000061035156,8.963000297546387,241.6499938964844,102.54000091552734,48.75
2022-06-10,120.66999816894533,37.27999877929688,8.850000381469727,239.08999633789065,103.22000122070312,48.200001
2022-06-13,120.93000030517578,35.81999969482422,8.609000205993652,230.02999877929688,104.1500015258789,48.0
2022-06-14,118.93000030517578,36.380001068115234,7.189000129699707,231.5,105.08000183105467,47.220001
2022-06-15,115.30999755859376,36.619998931884766,7.420000076293945,230.5800018310547,105.5199966430664,46.330002
2022-06-16,117.58999633789062,35.380001068115234,7.464000225067139,225.7700042724609,105.16000366210938,47.369999
2022-06-17,109.55999755859376,33.810001373291016,6.943999767303467,227.6999969482422,103.62999725341795,45.950001
