Date,AAPL,NVDA,INTC,QCOM,CL=F,NG=F,USD
2022-03-04,163.1699981689453,229.36000061035156,48.06999969482422,162.25999450683594,115.68000030517578,5.015999794006348,34.9900016784668
2022-03-07,159.3000030517578,213.52000427246094,47.68000030517578,150.10000610351562,119.4000015258789,4.833000183105469,31.399999618530273
2022-03-08,157.44000244140625,215.13999938964844,47.5,150.75999450683594,123.69999694824219,4.5269999504089355,32.34000015258789
2022-03-09,162.9499969482422,230.13999938964844,47.630001068115234,157.11000061035156,108.69999694824219,4.526000022888184,35.13999938964844
2022-03-10,158.52000427246094,226.5800018310547,46.65999984741211,154.7100067138672,106.0199966430664,4.63100004196167,33.7599983215332
2022-03-11,154.72999572753906,221.0,45.83000183105469,152.33999633789062,109.33000183105469,4.724999904632568,32.34000015258789
2022-03-14,150.6199951171875,213.3000030517578,44.400001525878906,141.2899932861328,103.01000213623047,4.6579999923706055,30.219999313354492
2022-03-15,155.08999633789062,229.72999572753906,44.810001373291016,144.2100067138672,96.44000244140625,4.567999839782715,33.18000030517578
2022-03-16,159.58999633789062,244.9600067138672,46.630001068115234,150.4499969482422,95.04000091552734,4.748000144958496,36.61000061035156
2022-03-17,160.6199951171875,247.66000366210938,47.13999938964844,152.8300018310547,102.9800033569336,4.989999771118164,37.04999923706055
2022-03-18,163.97999572753906,264.5299987792969,47.45000076293945,153.99000549316406,104.69999694824219,4.86299991607666,39.18000030517578
2022-03-21,165.3800048828125,267.3399963378906,47.38999938964844,155.58999633789062,112.12000274658203,4.900000095367432,39.310001373291016
2022-03-22,168.82000732421875,265.239990234375,48.38999938964844,157.61000061035156,111.76000213623047,5.186999797821045,39.63999938964844
2022-03-23,170.2100067138672,256.3399963378906,48.27000045776367,152.8699951171875,114.93000030517578,5.23199987411499,37.709999084472656
2022-03-24,174.07000732421875,281.5,51.619998931884766,158.4600067138672,112.33999633789062,5.401000022888184,42.29999923706055
2022-03-25,174.72000122070312,276.9200134277344,51.83000183105469,157.97000122070312,113.9000015258789,5.571000099182129,41.91999816894531
2022-03-28,175.60000610351562,282.19000244140625,51.5099983215332,158.4499969482422,105.95999908447266,5.507999897003174,42.61000061035156
2022-03-29,178.9600067138672,286.55999755859375,52.25,161.07000732421875,104.23999786376953,5.335999965667725,44.29999923706055
2022-03-30,177.77000427246094,276.8999938964844,51.43000030517578,152.72999572753906,107.81999969482422,5.605000019073486,41.529998779296875
2022-03-31,174.61000061035156,272.8599853515625,49.560001373291016,152.82000732421875,100.27999877929688,5.642000198364258,39.959999084472656
2022-04-01,174.30999755859375,267.1199951171875,48.11000061035156,146.99000549316406,99.2699966430664,5.71999979019165,38.31999969482422
2022-04-04,178.44000244140625,273.6000061035156,49.20000076293945,153.80999755859375,103.27999877929688,5.711999893188477,39.849998474121094
2022-04-05,175.05999755859375,259.30999755859375,48.130001068115234,145.4600067138672,101.95999908447266,6.0320000648498535,36.310001373291016
2022-04-06,171.8300018310547,244.07000732421875,47.540000915527344,139.27999877929688,96.2300033569336,6.0289998054504395,34.119998931884766
2022-04-07,172.13999938964844,242.0800018310547,47.560001373291016,139.22000122070312,96.02999877929688,6.359000205993652,34.130001068115234
2022-04-08,170.08999633789062,231.19000244140625,47.02000045776367,136.69000244140625,98.26000213623047,6.2779998779296875,32.18000030517578
2022-04-11,165.75,219.1699981689453,46.56999969482422,135.36000061035156,94.29000091552734,6.64300012588501,30.450000762939453
2022-04-12,167.66000366210938,215.0399932861328,46.5,136.08999633789062,100.5999984741211,6.679999828338623,30.100000381469727
2022-04-13,170.39999389648438,222.02999877929688,47.0099983215332,140.5,104.25,6.997000217437744,31.459999084472656
2022-04-14,165.2899932861328,212.5800018310547,45.66999816894531,136.91000366210938,106.94999694824219,7.300000190734863,29.5
2022-04-18,165.07000732421875,217.8300018310547,46.63999938964844,139.32000732421875,108.20999908447266,7.820000171661377,30.639999389648438
2022-04-19,167.39999389648438,221.97999572753906,47.93000030517578,141.0500030517578,102.55999755859375,7.176000118255615,31.93000030517578
2022-04-20,167.22999572753906,214.82000732421875,48.11000061035156,140.33999633789062,102.75,6.936999797821045,31.239999771118164
2022-04-21,166.4199981689453,201.8300018310547,47.5,136.11000061035156,103.79000091552734,6.956999778747559,29.1299991607666
2022-04-22,161.7899932861328,195.14999389648438,46.540000915527344,132.80999755859375,102.06999969482422,6.533999919891357,27.770000457763672
2022-04-25,162.8800048828125,199.02000427246094,47.060001373291016,136.55999755859375,98.54000091552734,6.669000148773193,28.75
2022-04-26,156.8000030517578,187.8800048828125,45.52000045776367,133.5,101.69999694824219,6.849999904632568,26.18000030517578
2022-04-27,156.57000732421875,184.14999389648438,45.220001220703125,135.10000610351562,102.0199966430664,7.267000198364258,25.940000534057617
2022-04-28,163.63999938964844,197.82000732421875,46.84000015258789,148.19000244140625,105.36000061035156,6.888000011444092,28.8700008392334
2022-04-29,157.64999389648438,185.47000122070312,43.59000015258789,139.69000244140625,104.69000244140625,7.24399995803833,26.059999465942383
2022-05-02,157.9600067138672,195.3300018310547,44.959999084472656,145.27000427246094,105.16999816894531,7.474999904632568,28.100000381469727
2022-05-03,159.47999572753906,196.02000427246094,45.060001373291016,144.25999450683594,102.41000366210938,7.953999996185303,28.440000534057617
2022-05-04,166.02000427246094,203.33999633789062,46.540000915527344,149.0500030517578,107.80999755859375,8.414999961853027,30.719999313354492
2022-05-05,156.77000427246094,188.44000244140625,44.599998474121094,141.63999938964844,108.26000213623047,8.782999992370605,27.639999389648438
2022-05-06,157.27999877929688,186.75,44.29999923706055,140.5800018310547,109.7699966430664,8.043000221252441,27.170000076293945
2022-05-09,152.05999755859375,169.5,43.06999969482422,134.9199981689453,103.08999633789062,7.026000022888184,24.190000534057617
2022-05-10,154.50999450683594,175.9499969482422,44.0099983215332,136.80999755859375,99.76000213623047,7.385000228881836,25.350000381469727
2022-05-11,146.5,166.3000030517578,42.83000183105469,132.3000030517578,105.70999908447266,7.639999866485596,23.59000015258789
2022-05-12,142.55999755859375,161.75,42.84000015258789,131.77000427246094,106.12999725341797,7.738999843597412,23.579999923706055
2022-05-13,147.11000061035156,177.05999755859375,43.599998474121094,134.92999267578125,110.48999786376953,7.663000106811523,26.170000076293945
2022-05-16,145.5399932861328,172.63999938964844,43.08000183105469,133.91000366210938,114.19999694824219,7.955999851226807,25.31999969482422
2022-05-17,149.24000549316406,181.77000427246094,44.400001525878906,139.69000244140625,112.4000015258789,8.303999900817871,27.899999618530273
2022-05-18,140.82000732421875,169.3800048828125,42.349998474121094,130.4499969482422,109.58999633789062,8.368000030517578,24.940000534057617
2022-05-19,137.35000610351562,171.24000549316406,42.0099983215332,130.57000732421875,112.20999908447266,8.307999610900879,24.709999084472656
2022-05-20,137.58999633789062,166.94000244140625,41.650001525878906,131.60000610351562,113.2300033569336,8.083000183105469,24.290000915527344
2022-05-23,143.11000061035156,168.97999572753906,42.0,132.1199951171875,110.29000091552734,8.744000434875488,24.489999771118164
2022-05-24,140.36000061035156,161.5399932861328,41.66999816894531,128.52999877929688,109.7699966430664,8.795999526977539,23.219999313354492
2022-05-25,140.52000427246094,169.75,42.20000076293945,131.22999572753906,110.33000183105469,8.970999717712402,24.3700008392334
2022-05-26,143.77999877929688,178.50999450683594,43.47999954223633,134.83999633789062,114.08999633789062,8.907999992370605,26.360000610351562
2022-05-27,149.63999938964844,188.11000061035156,44.54999923706055,139.75999450683594,115.06999969482422,8.72700023651123,28.600000381469727
2022-05-31,148.83999633789062,186.72000122070312,44.41999816894531,143.22000122070312,114.66999816894531,8.145000457763672,28.299999237060547
2022-06-01,148.7100067138672,183.1999969482422,44.11000061035156,140.02000427246094,115.26000213623047,8.696000099182129,27.43000030517578
2022-06-02,151.2100067138672,195.9199981689453,44.84000015258789,146.1999969482422,116.87000274658203,8.484999656677246,29.6299991607666
2022-06-03,145.3800048828125,187.1999969482422,43.38999938964844,141.22000122070312,118.87000274658203,8.52299976348877,27.760000228881836
2022-06-06,146.13999938964844,187.86000061035156,43.34000015258789,140.44000244140625,118.5,9.321999549865723,27.68000030517578
2022-06-07,148.7100067138672,189.25999450683594,43.529998779296875,141.88999938964844,119.41000366210938,9.293000221252441,28.200000762939453
2022-06-08,147.9600067138672,186.47999572753906,41.22999954223633,138.9600067138672,122.11000061035156,8.699000358581543,26.8700008392334
2022-06-09,142.63999938964844,180.47999572753906,40.0099983215332,136.7100067138672,121.51000213623047,8.963000297546387,25.440000534057617
2022-06-10,137.1300048828125,169.74000549316406,39.18000030517578,133.1999969482422,120.66999816894531,8.850000381469727,23.450000762939453
2022-06-13,131.8800048828125,156.47000122070312,37.77000045776367,128.66000366210938,120.93000030517578,8.609000205993652,20.75
2022-06-14,132.75999450683594,158.36000061035156,37.93000030517578,130.25999450683594,118.93000030517578,7.189000129699707,20.959999084472656
2022-06-15,135.42999267578125,165.27000427246094,38.650001525878906,131.02999877929688,115.30999755859375,7.420000076293945,21.850000381469727
2022-06-16,130.05999755859375,156.00999450683594,37.34000015258789,120.81999969482422,117.58999633789062,7.464000225067139,19.15999984741211
